"","ABEV3.SA.Adjusted","AZUL4.SA.Adjusted","B3SA3.SA.Adjusted","BBAS3.SA.Adjusted","BBDC4.SA.Adjusted","BBSE3.SA.Adjusted","BPAC11.SA.Adjusted","BRDT3.SA.Adjusted","BRFS3.SA.Adjusted","BRML3.SA.Adjusted","BTOW3.SA.Adjusted","CCRO3.SA.Adjusted","CIEL3.SA.Adjusted","CMIG4.SA.Adjusted","COGN3.SA.Adjusted","CSNA3.SA.Adjusted","CYRE3.SA.Adjusted","ELET3.SA.Adjusted","EQTL3.SA.Adjusted","GGBR4.SA.Adjusted","GOAU4.SA.Adjusted","GOLL4.SA.Adjusted","IRBR3.SA.Adjusted","ITSA4.SA.Adjusted","ITUB4.SA.Adjusted","JBSS3.SA.Adjusted","KLBN11.SA.Adjusted","LAME4.SA.Adjusted","LREN3.SA.Adjusted","MGLU3.SA.Adjusted","MRFG3.SA.Adjusted","MRVE3.SA.Adjusted","MULT3.SA.Adjusted","PETR3.SA.Adjusted","PETR4.SA.Adjusted","RADL3.SA.Adjusted","RAIL3.SA.Adjusted","RENT3.SA.Adjusted","SBSP3.SA.Adjusted","SULA11.SA.Adjusted","SUZB3.SA.Adjusted","UGPA3.SA.Adjusted","USIM5.SA.Adjusted","VALE3.SA.Adjusted","VVAR3.SA.Adjusted","WEGE3.SA.Adjusted","YDUQ3.SA.Adjusted"
"1",20.466537,27.15,21.070681,28.570686,23.50642,21.637783,16.736717,14.059654,37.27,11.44658,19.768299,14.538315,20.303246,5.721299,17.506113,7.202983,11.158883,16.395636,12.440254,12.326227,5.707412,15.19,10.584491,8.456573,25.617584,9.817851,16.323025,16.165472,30.78109,2.309358,7.3,11.121325,23.184311,16.250778,15.353477,17.399899,12.99,21.098694,31.710955,16.947248,18.297861,36.147934,9.311539,37.49332,7.698611,18.478027,30.466543
"2",20.513718,27.059999,21.429371,28.93508,23.61334,21.652861,16.896116,14.116774,37,11.409657,19.6101,14.432966,20.589802,5.671977,17.658833,7.46853,11.209149,16.186226,12.464863,12.307218,5.688544,15.01,10.584491,8.556257,25.792728,9.603997,16.116743,16.019388,31.172937,2.280236,7.22,11.283034,23.277401,16.457075,15.492632,16.968988,12.6,21.386024,31.142725,17.423347,18.161526,35.791004,9.621925,37.26865,7.738552,18.197294,30.49353
"3",20.400486,27.23,21.567327,29.212725,24.000765,21.698097,16.958103,14.035174,37.400002,11.548123,20.1439,14.485641,20.606655,5.606214,17.897469,7.700885,11.301301,16.08148,12.324553,12.972474,5.896086,15.58,10.675483,8.717254,26.329889,9.623439,16.143648,15.78565,31.347067,2.334985,7.22,11.209536,23.251699,16.597738,15.520465,17.099804,12.62,21.691954,30.537834,17.469122,18.210218,36.208984,10.165097,37.421429,7.798464,18.020063,30.367598
"4",20.475973,27.200001,21.880028,29.212725,24.136698,21.841341,17.238482,14.279974,39.240002,11.585049,19.768299,14.547094,20.842638,5.61443,17.859287,7.875151,11.47723,15.933172,12.445903,12.810911,5.914954,15.66,10.813667,8.732521,26.405729,9.701203,15.991179,15.898324,31.15551,2.288968,7.28,11.371245,23.421803,16.729017,15.613236,17.399899,12.6,21.376778,30.886106,17.524055,18.161526,36.284126,9.728619,38.005577,7.548833,18.093994,29.953819
"5",20.438229,26.91,21.981201,29.282137,24.129866,21.969511,17.449717,14.198374,39.700001,11.538891,19.6101,14.345174,21.070202,5.630871,17.067026,8.256875,11.535873,16.037832,12.608965,13.257584,5.990423,15.7,10.989532,8.724931,26.318163,9.720645,16.278181,16.182138,30.998711,2.289257,7.15,11.143396,23.129826,16.991579,15.798776,17.178673,12.76,21.274773,31.518492,17.267702,18.599739,36.537731,9.835315,38.850346,7.678641,18.241655,30.061758
"6",20.381615,26.799999,21.668493,29.004496,23.905565,21.894121,17.330324,14.198374,39.849998,11.317346,19.620001,14.353953,20.690933,5.515786,17.277027,8.480933,11.485607,15.400875,12.608965,13.333612,5.980989,15.32,10.973802,8.586872,26.032148,9.390143,16.098808,15.966847,31.181555,2.234219,7.06,11.209536,23.197212,16.991579,15.798776,16.93821,12.35,21.098694,31.087734,17.304321,18.794498,36.396839,9.942009,38.706554,7.718582,18.537075,29.549038
"7",20.381615,26.450001,21.475355,28.883024,23.654079,21.803648,17.210932,14.075974,39.09,11.261958,18.967699,14.002785,20.395954,5.59799,17.611111,8.505826,11.24266,14.781378,12.512266,13.153044,5.999857,15,10.970693,8.586872,25.94458,9.409585,15.784902,15.653779,30.345663,2.256939,7.05,11.231609,23.075239,16.672752,15.585404,16.420732,12.32,21.052361,30.464518,17.395874,18.901619,36.115059,9.942009,38.167339,7.518878,18.389317,29.576025
"8",20.617514,26.549999,21.824846,29.542423,24.129866,21.931816,17.174194,13.994374,39.360001,11.437349,18.6514,14.002785,20.379097,5.713074,16.971573,9.003729,11.686669,15.008246,12.586213,14.226954,6.301737,14.6,11.303487,8.724931,26.487518,9.50679,15.695213,15.370065,30.476313,2.261011,7.06,11.408033,23.364042,17.085356,16.002871,16.649656,12.58,21.506529,30.867779,17.670547,18.833454,36.255947,10.475483,38.913254,7.738552,18.743874,30.484533
"9",20.381615,26.4,21.714483,29.611828,24.129866,21.977051,17.220116,13.929093,39.560001,11.271191,18.344999,14.099356,20.311672,5.655536,16.236582,8.721584,11.770444,14.667902,12.686706,14.226954,6.462111,14.61,11.614332,8.74787,26.464144,9.545672,15.479966,15.379881,30.737507,2.258682,6.88,11.38596,23.258148,17.216637,16.049253,16.640034,12.63,21.117184,31.051079,17.578997,18.765285,36.335785,10.688872,39.13792,7.738552,18.884146,29.683968
"10",20.589203,26.98,21.778862,29.759321,24.299807,21.946892,17.449717,14.337092,39.529999,11.52966,18.7897,14.116916,20.016691,5.630871,16.169764,8.94564,12.055282,14.859853,12.893378,14.084401,6.433809,14.8,11.774465,8.855228,26.627632,9.516511,15.470995,15.409235,31.521198,2.297709,6.84,11.42267,23.585459,17.310404,16.095642,16.666965,12.71,21.784714,31.06941,18.036781,18.960047,36.439106,10.960458,39.066032,7.778493,19.009726,29.423107
"11",20.66469,27.15,21.926016,30.0196,24.463011,22.338936,17.311956,14.345253,39.700001,11.363502,18.740299,14.020345,20.631941,5.647311,15.99795,8.696689,11.963127,15.025702,12.749276,13.74227,6.292303,15.08,11.856133,8.970263,26.872835,9.429026,15.497903,15.262469,31.625706,2.291876,6.71,11.393319,22.87953,17.619858,16.373951,16.395723,12.8,22.201796,31.225214,18.586123,18.930834,36.514248,10.630674,38.014565,7.61873,19.238703,29.234209
"12",20.787359,28.15,22.109961,30.731052,25.074736,22.85161,17.908918,14.483972,39.169998,11.335807,18.7799,14.0818,21.491604,5.556893,16.456125,9.045219,12.063658,15.069261,12.889586,14.255466,6.528146,15.63,11.774465,9.108232,27.316473,9.48735,15.157089,15.507014,32.418114,2.294205,6.85,11.577101,22.87953,18.257509,17.032618,16.64773,12.94,22.795061,32.893246,18.137491,19.135334,36.828903,10.814964,38.77845,7.588774,19.127909,29.683968
"13",20.683561,28.870001,22.367479,30.522827,25.047556,23.085327,18.092604,14.606371,37.740002,11.42812,18.513,13.958888,22.207989,5.458249,16.398853,8.746479,11.937994,14.9646,12.593798,13.818298,6.433809,16.08,11.774465,9.154198,27.252285,9.370702,15.695213,15.839715,32.087181,2.256641,6.69,11.393319,23.566202,18.229378,16.90274,16.505379,12.89,22.572649,32.334179,18.613594,20.449974,37.054325,10.601576,38.51783,7.438995,18.862061,29.549038
"14",20.759052,28.620001,22.882519,30.323275,25.224216,23.138103,18.542622,14.606371,37.490002,11.511199,18.7206,14.046682,22.460835,5.474689,16.227039,8.862656,11.937994,15.27003,12.663952,13.457161,6.197965,15.9,11.774465,9.184896,27.474102,9.429026,15.668307,16.142967,31.852041,2.235095,6.7,11.393319,23.421803,18.107473,16.93985,16.409193,12.9,22.238882,32.453327,19.025597,20.644735,36.965099,11.086553,38.535805,7.738552,19.120518,29.432102
"15",20.66469,29,22.762959,30.427385,25.570906,23.032551,19.001823,14.386052,36.860001,11.455813,19.3235,13.809644,23.076082,5.392486,16.14113,8.920744,11.854219,16.378178,12.616549,13.286094,6.245133,16.129999,11.978586,9.414878,28.157164,9.477628,16.071899,16.006016,31.704048,2.242373,6.6,11.209536,23.373672,18.295021,17.134665,16.416891,12.75,21.803209,32.489983,19.007284,20.751854,37.185829,10.911961,38.329105,7.508892,18.906324,29.009331
"16",20.589203,28.870001,22.606609,30.557539,25.68646,23.221035,19.369184,14.687972,35.759998,11.289652,19.027,13.713073,22.974949,5.376046,15.682954,8.514125,11.695045,15.933172,12.455382,13.029495,6.047026,16.059999,11.994225,9.292253,28.052076,9.283216,16.000151,15.497196,31.007423,2.177141,6.4,11.055184,22.946918,18.135605,16.921295,15.941733,12.39,21.052361,32.059231,18.677681,20.518141,37.383072,10.397886,36.783356,7.688626,18.359842,28.109818
"17",20.655254,29.5,23.793039,32.960842,27.052675,23.982504,19.653889,15.585572,36.41,11.566586,20.1439,14.002785,22.755816,5.548667,15.816588,9.012027,12.147433,17.058781,12.853561,13.438153,6.339472,17,11.994225,9.897953,29.406544,9.613718,16.071899,16.142967,32.435448,2.358572,6.87,11.22425,23.296656,19.34527,17.941769,16.253376,13.23,22.405718,32.893246,19.227024,20.342854,38.045261,10.960458,37.547245,8.387591,18.389317,29.234209
"18",20.655254,29.5,23.793039,32.960842,27.052675,23.982504,19.653889,15.585572,36.41,11.566586,20.1439,14.002785,22.755816,5.548667,15.816588,9.012027,12.147433,17.058781,12.853561,13.438153,6.339472,17,11.994225,9.897953,29.406544,9.613718,16.071899,16.142967,32.435448,2.358572,6.87,11.22425,23.296656,19.34527,17.941769,16.253376,13.23,22.405718,32.893246,19.227024,20.342854,38.045261,10.960458,37.547245,8.387591,18.389317,29.234209
"19",20.645819,30.01,24.234503,33.984612,28.004271,24.502714,20.204935,16.034369,37.009998,11.880444,20.519501,14.046682,22.39341,6.107649,15.644774,9.028624,12.650086,17.669548,12.929403,14.198443,6.480978,17.75,11.962856,10.311956,30.883615,9.759528,15.982213,16.729931,33.271446,2.411279,6.76,11.334455,23.819677,20.358015,18.489113,16.488064,13.98,23.221483,33.177361,19.217869,20.050713,37.88559,11.067153,37.2327,8.637222,18.470634,30.313625
"20",20.608074,30.280001,24.271292,33.793736,27.188602,23.522608,19.975336,16.401571,37.099998,11.908137,20.0648,13.774526,21.904579,6.173411,15.320233,8.89585,12.566311,17.643362,12.988182,13.894329,6.348905,18.17,11.696,10.043598,30.177172,9.895617,16.143648,16.690861,32.539948,2.463698,6.79,11.290391,23.42498,20.358015,18.414898,16.255293,13.7,23.305,33.498138,18.970663,19.933855,37.307934,11.202947,37.646099,8.088036,17.879797,30.061758
"21",20.636383,30.469999,24.096542,33.663605,27.460554,23.530146,19.378368,16.401571,36.5,12.000447,19.966,13.800865,22.233278,6.198067,15.36796,8.987132,12.474157,17.451412,13.082987,13.989364,6.443242,18.030001,11.696,10.104911,30.060446,9.876175,16.215401,16.524557,32.653152,2.465451,6.85,11.209536,23.299831,19.861021,18.080923,16.35148,13.6,22.989729,33.809746,18.860794,20.508402,37.547451,11.232044,37.26865,8.028124,17.724646,30.32262
"22",20.71187,31.049999,23.986179,34.427109,27.69841,23.454754,19.424288,17.135969,35.349998,11.861981,21.003799,13.756968,22.654678,6.165187,15.511139,9.119906,12.549555,17.739382,13.272595,13.685249,6.490411,18.110001,11.790195,10.158634,30.509941,9.769249,15.973242,16.534275,32.966656,2.462533,6.81,11.136039,23.277401,19.973543,18.275742,16.241829,14.27,23.898266,33.342331,18.586123,20.118879,38.29417,11.503631,37.250679,8.088036,17.503157,31.527967
"23",21.043186,31.9,24.160925,34.522541,26.9643,24.065435,19.424288,17.666363,36.200001,12.277381,22.1306,13.677956,22.73053,6.296711,15.721137,9.227784,13.010321,17.800486,13.403426,13.894329,6.565881,18.24,11.884392,10.127934,30.664719,9.905337,15.883557,16.592983,32.818577,2.500396,6.8,11.209536,23.720232,20.751856,19.036455,15.905179,14.15,23.610828,33.324001,18.952353,20.479189,38.439754,11.348438,37.556232,8.237814,17.3554,32.373516
"24",20.83493,31.200001,23.912598,34.054028,26.126074,23.937267,19.286531,17.612068,35.060001,12.00968,21.5968,13.265334,22.098427,6.124089,15.549319,8.937343,12.901412,17.268188,13.141767,13.846808,6.556448,17.790001,11.928288,9.966938,30.279303,9.710924,15.820775,16.240843,32.44416,2.442153,6.64,11.172748,23.66247,20.198601,18.526222,15.685883,13.75,23.546003,32.46249,19.217869,20.644735,38.012386,11.445435,36.666527,7.978198,16.801523,31.896774
"25",20.522551,30.75,22.910112,33.038929,25.704468,23.560303,19.249794,16.941132,33.459999,11.612741,20.9939,13.063415,21.297756,5.918586,15.052963,8.422842,12.532801,17.268188,12.988182,13.058007,6.216833,17.25,12.214076,9.660209,29.216402,9.603997,15.91943,15.94731,31.320915,2.348088,6.54,11.025755,23.088045,19.289005,17.663456,15.658947,13.51,23.175154,31.573484,18.549498,20.508402,37.265663,11.018655,36.262115,7.84839,16.616896,31.141178
"26",20.465754,31.4,22.98369,34.487839,26.31646,24.065435,19.011007,17.041767,33.200001,11.492737,21.2015,13.203879,21.171337,6.206292,14.967055,8.746479,12.507668,18.228031,13.164518,13.846808,6.367773,17.75,12.157558,10.035925,30.267572,9.66232,15.91943,15.94731,31.660473,2.377498,6.7,11.069901,22.558577,20.254864,18.544773,15.568533,13.68,22.887819,31.921757,19.135468,20.372068,37.570927,11.348438,38.167339,7.838405,17.119118,31.797821
"27",20.465754,31.1,22.689377,34.522541,25.922037,23.560303,19.883492,16.991451,32.57,11.335807,21.6759,12.79126,21.407326,6.189851,14.804787,8.439441,12.373629,18.376339,13.28966,13.362124,6.292303,17.75,12.119881,9.828881,29.549282,9.574836,16.356323,15.536366,30.606863,2.300617,6.5,10.922824,22.462309,19.673473,18.03454,15.649331,13.4,22.971235,31.628471,19.327736,20.352594,37.523964,11.251444,37.484337,7.798464,16.912319,31.932753
"28",20.503616,30.200001,22.496241,33.43803,25.602411,22.949619,19.883492,17.461105,31.280001,11.169647,21.6957,12.922947,20.497089,6.000781,14.317975,8.331561,12.331739,18.882448,13.15883,13.077014,6.179098,17.15,12.207765,9.736956,29.403343,9.33182,15.84038,15.330894,30.284742,2.213252,6.42,11.011039,21.987423,19.082706,17.672733,15.553144,13,22.674559,31.133564,18.815016,19.359308,36.725586,10.989556,37.376492,7.688626,16.417486,30.808359
"29",20.342693,29.34,22.063972,32.813339,25.310057,23.077789,19.571236,16.974676,30.35,11.058873,20.1735,12.922947,20.345387,5.976124,14.375248,8.207087,12.189321,18.428713,13.039377,13.333612,6.245133,16.549999,11.837294,9.721607,29.479208,9.380422,15.58693,15.291821,28.882769,2.151803,6.42,10.966973,21.737127,18.838902,17.412977,15.360774,12.86,22.146217,30.556168,18.311453,19.398262,36.298218,10.892561,37.744957,7.349129,16.188509,30.034775
"30",21.109447,29.76,23.094051,34.617989,26.343653,23.57538,20.801899,18.1572,30.5,11.234265,21.4189,12.861492,20.943779,6.51044,15.282052,8.763077,12.541178,18.707954,13.244154,14.255466,6.641351,16.950001,12.028794,10.035925,30.758112,9.390143,15.84038,15.624426,30.476313,2.306731,6.21,11.29775,22.12537,19.439043,17.997429,15.841701,13.35,22.850737,32.425831,19.098845,19.758574,37.101292,11.765517,41.294777,7.908301,17.288961,30.583479
"31",21.232508,29.41,23.489534,34.965031,26.296078,23.937267,20.755981,18.316547,29.700001,11.345038,21.992201,12.870271,20.530802,6.65018,15.024327,8.821164,12.566311,18.716682,13.29914,15.139306,7.018701,17.02,12.151248,10.273582,30.924021,9.33182,15.858485,15.653779,30.119326,2.289257,6.09,11.35653,21.932838,19.429663,18.015985,15.764751,13.33,22.943401,32.719109,19.098845,20.781069,36.983887,11.755817,41.366676,7.788479,16.890137,30.151712
"32",21.147314,29.4,23.452745,34.383732,26.166824,22.828991,20.801899,18.366869,29.870001,11.151185,22.9312,13.037077,20.463379,6.68307,15.072054,8.904148,12.591443,18.690495,13.293452,15.899598,7.330014,17.120001,12.053943,10.250559,30.68063,9.370702,15.804173,15.56572,30.032167,2.395558,6.18,11.459458,21.968168,19.973543,18.600435,15.757055,13.35,23.110329,32.774097,19.272799,21.511427,36.965099,11.775219,41.744122,7.728567,16.963972,30.385588
"33",21.497559,30.4,23.774647,35.398842,26.962473,22.911926,20.710058,18.425573,29.799999,11.077335,23.5737,13.072194,20.640366,6.535104,15.587502,8.655198,12.67522,19.964409,13.557009,15.348385,7.197941,17.08,12.141829,10.664648,31.435053,9.516511,15.976158,15.800546,30.180246,2.416815,6.06,11.378604,22.183134,20.329884,18.962244,15.822461,13.36,23.527411,33.369827,19.144621,22.222305,36.951008,11.73642,40.899353,7.598759,16.949183,30.502523
"34",21.204109,31.26,24.519611,35.676483,27.105289,23.258732,20.939659,18.366869,30.25,11.243498,23.4748,13.388244,20.792078,6.42002,15.816588,8.597108,12.918168,20.3745,13.471685,15.490938,7.396051,17.459999,12.214076,10.848582,31.848721,9.710924,16.093826,16.436497,30.389242,2.316347,6.2,11.349173,22.256971,20.10483,18.785978,15.755133,13.85,23.40691,33.543957,19.016443,22.202827,36.885262,11.784917,40.261284,7.668655,16.867964,29.971809
"35",21.223043,32.490002,24.197716,36.787025,27.268465,23.032551,21.031502,18.459122,30.98,11.215802,23.6033,12.905388,20.244249,6.617308,15.56841,8.489229,12.884657,20.845692,13.61389,15.310372,7.377183,18.059999,12.245444,11.024927,32.025127,9.95394,16.130033,16.592983,31.547358,2.371087,6.1,11.246325,22.35006,20.704971,19.240553,15.774371,13.75,23.898266,33.837238,18.558657,21.569853,36.93222,11.649124,41.043148,8.088036,16.978756,30.394585
"36",20.797066,32.900002,24.841516,36.787025,27.520069,23.155243,21.215183,18.341711,28.4,11.381963,23.8109,12.931725,20.775217,6.781705,15.291596,8.514125,13.102473,21.726974,13.401529,15.795059,7.462086,19.07,12.223495,10.960011,32.244141,10.012264,16.464945,16.622335,31.677902,2.533302,6.08,11.275675,22.975798,21.239473,19.593082,15.55122,14.26,24.278362,34.432968,19.053064,21.569853,37.228092,11.833413,41.41161,7.968213,17.613953,30.853336
"37",20.967457,33.759998,25.025459,37.324959,27.520069,23.038492,21.242733,18.509441,28.6,11.465043,23.5144,10.894957,20.463379,6.946111,15.081599,9.028624,13.261647,21.343073,13.335165,16.184706,7.726231,19.6,12.217184,10.97611,32.207634,9.6526,16.32012,16.446217,31.23385,2.746762,6.12,11.393319,23.007854,21.736471,19.964159,15.30114,14.36,24.194845,34.322987,18.998131,21.024523,36.42971,12.366889,42.597881,7.978198,17.842834,31.375053
"38",21.033718,33.669998,24.372456,36.960556,27.22089,22.812777,21.352943,18.895231,28.65,11.141954,23.8307,11.254903,20.387526,6.89679,14.890695,8.829464,13.186249,21.726974,13.500126,15.823565,7.546989,19.610001,12.276811,10.831401,31.727074,9.603997,16.238651,16.367975,30.180246,2.664644,6.04,11.246325,22.731857,21.680208,19.945608,14.881769,14.04,24.083689,35.102009,18.998131,20.897926,35.889629,12.269894,42.534973,7.798464,17.576982,30.133722
"39",20.825466,33.630001,23.56311,36.266468,26.364037,22.64933,21.160078,18.526217,29.92,11.012719,23.5144,11.149552,20.387526,6.748824,14.795239,8.422842,12.851147,21.613583,13.575969,15.795059,7.433786,19.200001,12.151248,10.549949,30.650248,9.633159,16.20245,16.51474,30.058313,2.651531,5.97,11.158113,22.52652,21.708338,19.908497,14.954871,14.24,24.046604,34.50629,19.547474,21.18033,35.382423,11.949808,40.485954,7.868361,17.288961,30.49353
"40",21.147314,33.330002,23.535519,36.526749,26.513666,22.734947,21.123339,18.953938,30.15,10.828095,23.247499,11.044203,20.395954,6.609083,14.804787,8.049417,12.73386,21.090019,13.509606,16.29875,7.528122,19.1,12.08842,10.731072,31.103569,9.672041,16.157187,16.749563,30.215109,2.684446,6.1,11.231609,22.221638,21.352001,19.509588,15.237656,13.7,23.824095,35.019527,19.730587,20.703165,34.847034,11.445435,39.946743,7.958227,17.192951,30.268652
"41",21.374498,32.900002,23.802237,36.828415,26.681829,22.727165,20.755981,18.660402,30.84,10.874252,23.6231,11.061762,20.134684,6.781705,14.623425,7.642797,12.826015,21.561211,13.689734,16.061153,7.348881,19.02,12.214076,10.819626,31.267876,9.720645,16.157187,16.964756,30.737507,2.703662,6.32,11.231609,22.507265,21.736471,19.954885,15.216496,13.8,23.981676,34.561279,20.005259,21.229021,34.823269,10.999256,39.317657,7.938257,17.096941,29.818895
"42",21.317703,33.18,24.096542,37.133873,26.858746,22.898392,20.618217,18.87007,24.75,10.911177,23.8405,10.96519,20.269535,6.765265,14.986147,7.534916,13.018698,21.526295,13.816772,16.222719,7.452652,18.9,12.08842,11.10946,31.712158,9.234612,16.157187,17.111523,30.397959,2.632605,6.26,11.231609,22.558577,22.355371,20.520782,15.062598,13.6,24.13002,34.753746,20.417269,20.858974,34.466713,10.805265,39.272728,7.938257,16.86875,29.863871
"43",21.554356,33.700001,24.14253,37.95422,26.906338,22.960661,20.508007,18.853296,24.139999,10.809635,24.384199,10.631581,19.907129,6.666629,14.67115,7.534916,12.985188,21.290697,13.733344,15.50995,7.21681,19.040001,12.289434,11.061112,31.596508,9.19573,16.148136,16.495205,30.04088,2.597081,5.99,11.121325,22.045183,22.205332,20.316685,14.849066,13.25,24.519361,34.322987,19.950327,21.082951,34.504749,11.251444,39.084007,7.688626,16.839077,29.306171
"44",21.838339,33.400002,24.05056,37.692398,26.430124,22.610415,20.755981,18.702335,25.16,10.818866,24.690599,10.772049,20.14311,6.789929,14.432519,7.510022,12.909789,20.636284,13.784538,15.899598,7.367749,18.6,12.506083,11.028876,31.553957,9.147127,16.446842,16.221209,30.127949,2.621832,5.78,10.974329,22.042006,21.90526,20.103313,15.32807,13.5,24.333937,34.597939,19.639032,21.384829,34.666382,10.931359,38.946316,7.588774,16.727888,28.262733
"45",22.056061,35,23.995378,37.893127,26.08322,22.415831,21.022318,18.232681,25.030001,10.818866,22.3382,10.842281,20.100973,6.978992,13.955253,7.128297,12.616576,20.269838,13.841421,15.234343,7.179075,19.35,12.716423,10.956441,31.334875,9.088804,16.582615,16.485388,30.171532,2.569701,5.76,10.981688,22.025927,21.933392,20.131145,15.158786,13.33,25.631712,34.487961,19.95948,22.163877,34.571301,10.698571,37.682949,7.488922,16.63895,28.514599
"46",22.188587,36.5,24.832319,38.146217,26.641066,22.937313,21.086605,18.408804,26.559999,10.957333,23.178301,10.96519,19.367727,6.880348,13.888435,7.410442,12.792504,20.85442,13.59493,15.329376,7.141339,20.719999,13.265866,11.053052,31.766918,9.49707,16.582615,16.769102,31.190273,2.641336,5.99,11.341815,22.269775,22.505404,20.771261,15.351155,13.4,27.254011,34.918713,20.353178,22.533922,35.312931,10.844065,38.264641,7.648685,17.046612,28.433641
"47",22.699755,37.169998,24.804726,37.945488,26.851915,22.906179,21.077421,18.618471,26.92,10.911177,23.7714,10.973969,19.258165,6.946111,14.012525,7.485128,12.985188,21.709517,13.746616,15.615019,7.226243,21.6,13.554764,11.157722,32.125957,9.895617,16.790802,16.602798,31.277334,2.696095,6.07,11.599095,22.237719,22.411631,20.715599,15.131854,13.56,27.532099,34.70792,20.627848,21.530903,34.93261,11.008956,38.591846,7.698611,16.972521,28.793446
"48",22.680824,37.18,24.749544,37.466087,26.464157,22.602633,20.755981,18.828135,26.969999,10.855789,23.563801,11.184669,19.637426,6.732392,14.232065,7.360651,12.876279,21.360529,13.484957,15.510286,7.188508,21.620001,13.689747,11.085283,31.864323,10.10947,17.189077,16.681042,30.885588,2.666097,6.1,11.922513,22.151077,22.195953,20.511503,15.316526,13.45,26.697828,35.157005,20.774342,22.15414,34.675896,10.90226,38.291908,7.758523,16.824236,29.773916
"49",22.974274,37,24.317274,37.142582,26.321281,22.392481,20.204935,18.979095,26.41,10.901945,23.721901,11.105658,19.342442,6.576202,14.394337,7.310862,12.775749,19.894579,13.272595,15.281771,7.207376,20.91,13.438621,10.972555,31.152313,9.847013,17.198128,16.798456,30.798426,2.612215,6.01,12.238576,21.980972,22.139692,20.761984,15.199184,13.58,26.2899,34.946213,20.298243,23.371399,34.642612,10.999256,38.719086,7.508892,17.083712,30.313625
"50",22.605095,36.82,23.912598,37.063881,25.940344,21.746469,20.021254,19.205538,25.27,10.661937,25.1057,10.64914,18.793785,6.740608,14.232065,7.078507,12.691974,19.807375,13.111428,14.796182,7.009268,21.1,13.042998,10.924294,31.298357,9.526233,16.899422,16.837626,30.868158,2.650078,5.65,12.054872,21.592726,21.680208,19.769344,14.985653,13.35,26.039648,34.744579,20.490511,22.787115,34.1577,10.805265,38.537312,7.878345,17.120705,30.043774
"51",22.34951,36.41,23.682669,37.072624,26.008326,21.90992,20.388617,18.945553,25,10.36654,25.8964,10.710595,19.008131,6.814587,13.869346,7.06191,12.624953,19.467031,13.060233,14.71049,6.971532,21.57,12.732152,10.819626,31.170565,9.35126,16.953732,17.336531,30.694021,2.69958,5.65,12.165076,21.271868,21.914637,19.880665,14.712484,13.42,25.678143,35.166168,20.600384,27.753538,33.753613,10.814964,38.446423,7.958227,17.194901,32.742313
"52",22.519901,36.380001,23.507925,36.19828,25.743053,21.832085,20.664139,18.895231,25,10.292692,26.5488,10.65792,19.333937,6.987217,13.84071,6.854452,12.524422,19.406013,13.007144,14.310594,6.763989,20.92,13.156033,10.706898,30.501085,9.49707,17.035198,17.502932,30.04088,2.641336,5.58,11.893164,21.499636,21.183208,19.416815,14.889466,13.07,25.483473,35.211994,20.600384,29.798534,33.744102,10.281492,37.35574,7.898316,17.202217,32.373516
"53",22.42524,36.68,23.967783,36.338181,25.715845,21.90992,20.572298,18.802975,24.5,10.338846,27.408701,10.535011,19.702608,6.987217,13.91707,6.987226,12.482535,19.327452,12.971118,14.98661,6.999834,20.83,13.344426,10.706898,30.598495,9.438746,17.198128,17.434406,29.692614,2.620956,5.53,11.746088,21.38739,21.464529,19.630184,14.885618,13.09,25.168201,34.937042,20.600384,29.652464,33.496891,10.620975,37.810192,7.648685,17.068871,32.832268
"54",22.614559,37.490002,24.114937,36.941479,25.84507,22.096716,20.526377,19.415205,24.280001,10.403465,27.6756,10.710595,19.119589,7.06942,13.821617,7.368949,12.566311,18.716682,13.179688,15.215123,7.06587,20.9,13.425998,10.723015,30.476807,9.360981,17.198128,17.316996,29.738815,2.708321,5.65,11.496164,21.287848,22.28035,20.455839,14.735568,13.12,25.872816,35.514442,20.279928,30.937891,33.658531,10.882862,38.628201,7.768508,17.157803,34.046604
"55",22.728155,37.549999,23.894205,36.276974,26.001499,22.299082,20.388617,19.624872,24.52,10.855789,27.4384,10.754491,18.785213,7.061195,13.697528,7.219579,12.683597,18.638123,13.500126,14.624798,6.820593,20.5,13.29923,10.68272,30.379395,9.341539,17.252438,17.952948,30.585232,2.777925,5.7,11.702022,21.84947,22.158443,20.1497,14.754807,13.06,26.141558,35.340305,20.096821,31.648771,33.287712,10.756768,38.110126,7.838405,17.194901,33.704796
"56",22.64296,37.169998,23.388367,36.023407,26.178406,22.968445,20.471273,19.45714,23.870001,10.68963,26.677299,10.587687,18.270786,7.028315,13.160123,7.111701,12.382004,18.481087,13.519086,14.367721,6.697953,21.25,13.20502,10.714954,30.525452,9.166568,17.107609,17.913776,29.799959,2.76074,5.7,11.518238,21.717873,22.233465,20.17753,14.485489,13.06,25.770807,34.836227,20.142599,32.320694,32.921654,10.620975,37.810192,7.82842,17.054037,32.526432
