"","ABEV3.SA.Adjusted","AZUL4.SA.Adjusted","B3SA3.SA.Adjusted","BBAS3.SA.Adjusted","BBDC4.SA.Adjusted","BBSE3.SA.Adjusted","BPAC11.SA.Adjusted","BRDT3.SA.Adjusted","BRFS3.SA.Adjusted","BRML3.SA.Adjusted","BTOW3.SA.Adjusted","CCRO3.SA.Adjusted","CIEL3.SA.Adjusted","CMIG4.SA.Adjusted","COGN3.SA.Adjusted","CSNA3.SA.Adjusted","CYRE3.SA.Adjusted","ELET3.SA.Adjusted","EQTL3.SA.Adjusted","GGBR4.SA.Adjusted","GOAU4.SA.Adjusted","GOLL4.SA.Adjusted","IRBR3.SA.Adjusted","ITSA4.SA.Adjusted","ITUB4.SA.Adjusted","JBSS3.SA.Adjusted","KLBN11.SA.Adjusted","LAME4.SA.Adjusted","LREN3.SA.Adjusted","MGLU3.SA.Adjusted","MRFG3.SA.Adjusted","MRVE3.SA.Adjusted","MULT3.SA.Adjusted","PETR3.SA.Adjusted","PETR4.SA.Adjusted","RADL3.SA.Adjusted","RAIL3.SA.Adjusted","RENT3.SA.Adjusted","SBSP3.SA.Adjusted","SULA11.SA.Adjusted","SUZB3.SA.Adjusted","UGPA3.SA.Adjusted","USIM5.SA.Adjusted","VALE3.SA.Adjusted","VVAR3.SA.Adjusted","WEGE3.SA.Adjusted","YDUQ3.SA.Adjusted"
"370",18.51375,46.75,38.083885,51.842392,36.401203,28.620497,51.408928,23.560352,34.23,13.715337,33.882801,13.090613,6.932631,13.700269,11.529649,16.535837,20.397415,32.438686,18.333015,15.068092,7.086359,38.029999,30.478985,12.409962,35.473545,22.949348,15.929936,16.08778,46.767784,6.65711,6.65,17.647642,27.762554,28.657818,26.62661,15.99714,21.42,40.190025,47.774529,38.808361,31.75,19.177319,9.362823,48.316433,6.24,21.88829,29.376244
"371",18.51375,48.450001,38.817192,51.673279,36.717976,29.27784,54.673145,23.791052,34.200001,14.008764,35.365398,13.268781,6.803881,13.745941,11.659195,16.320831,20.723772,32.385002,18.373934,15.137032,7.096173,40.400002,30.69796,12.52321,35.866741,23.741045,16.160666,16.323515,47.552162,6.807047,6.7,17.813349,27.940901,28.534294,26.636332,16.140041,21.59,40.406811,47.368267,38.903316,32.700001,19.138283,9.590702,47.091457,6.35,22.085482,29.680506
"372",18.455286,48.73,38.721107,51.626301,36.550274,28.983765,55.28701,24.463932,34.369999,14.075022,36.047501,13.634493,6.942534,13.809981,12.336824,16.84857,20.941345,32.04454,18.763622,15.117334,7.135433,40.91,30.148998,12.532646,35.770832,23.956072,15.958776,16.392208,47.130562,6.907009,6.68,18.07111,28.35704,29.085405,26.879366,16.175764,21.700001,40.991077,47.600414,39.976318,32.549999,19.226116,9.560978,47.643166,6.75,22.213659,31.093864
"373",18.533239,49.990002,40.450581,50.978046,36.382576,29.182699,54.877766,25.569376,34.98,14.633479,38.755699,13.925187,7.229743,14.074989,12.286998,16.84857,21.630323,32.519344,18.927292,15.077941,7.096173,40.73,32.195953,12.58927,35.674938,24.796637,16.151052,17.069952,47.885509,7.030461,6.88,18.494583,29.268589,29.189924,27.287659,16.57272,21.969999,41.584736,47.880932,40.213703,31.5,20.348454,9.471808,48.746578,6.73,23.357374,31.574797
"374",18.211685,49.470001,39.547409,49.982159,36.075115,28.689688,56.719368,25.665499,33.93,14.131814,39.062099,13.737642,7.388203,13.974505,11.778776,16.789932,21.405756,34.911274,19.244892,14.713549,6.919505,40.369999,30.520306,12.457149,35.626995,23.848557,15.93955,16.942228,47.503136,6.948256,6.79,18.393318,28.72364,29.741037,27.608461,16.602488,21.700001,40.623501,50.115376,39.909843,31.049999,20.182543,9.372731,48.671768,6.5,23.268637,31.319609
"375",17.734224,49.09,38.144611,48.85474,35.404297,28.90592,56.505001,25.377123,33.549999,14.084487,37.796902,14.112732,7.160417,13.819118,11.410068,16.68243,20.805944,35.296455,18.773367,14.496883,6.831171,39.110001,29.841097,12.268404,34.965271,23.310987,15.958776,16.706591,46.61092,6.986796,6.79,17.886993,28.109339,29.931078,27.734838,15.903853,21.49,39.813145,50.163738,39.254654,32,19.987352,9.343008,48.447346,6.52,22.765795,30.94664
"376",17.782944,49.360001,38.183048,48.563496,35.255219,28.862677,56.124985,25.050295,33.450001,13.942506,36.699799,13.653247,6.972245,13.590554,11.619335,16.907209,20.581013,33.594414,18.685684,14.703701,6.958765,38.16,29.450747,12.221215,34.869373,24.053812,16.064528,16.50032,46.905052,6.944643,6.65,17.739702,27.703102,29.427473,27.394594,15.955456,21.66,39.558762,49.796169,39.492046,32.900002,20.075188,9.234022,49.270229,7.03,22.085482,31.407944
"377",17.636784,50,39.393677,48.638657,35.264538,28.879974,57.001942,24.877268,32.720001,13.762664,35.414902,13.859546,6.942534,13.618053,11.709021,17.200396,20.759083,34.759014,18.500582,14.565822,6.92932,39.939999,29.428562,12.164594,35.003628,23.310987,16.074142,16.166325,47.052124,7.045511,6.5,17.997463,27.742737,29.075905,27.054348,15.502934,21.76,40.519905,49.244812,39.549015,33.669998,19.704329,9.313284,49.606865,7.13,22.193941,30.642374
"378",17.529598,49.639999,39.672321,48.648048,35.078209,29.243246,56.992199,25.348286,32.93,13.933041,36.442799,13.943941,6.883111,13.700269,11.95815,16.87789,20.64662,36.147572,18.469406,14.388551,6.87043,38.299999,29.006508,12.202343,34.907734,22.959124,16.179892,16.755672,47.307041,7.358346,6.57,17.78573,28.614651,28.885864,26.908527,15.391788,22.01,40.698895,49.989628,39.928841,34.75,19.801924,9.283561,49.270229,7.31,22.213659,31.309793
"379",17.782944,49.849998,39.422504,49.474819,35.842194,29.061609,56.466026,25.473248,32.959999,13.857318,36.492199,13.91581,6.635517,13.581418,12.556057,17.210171,21.133965,36.362568,18.580469,14.27037,6.782096,39.099998,28.562176,12.466587,35.837959,23.262117,16.102985,17.187822,47.650196,7.436928,6.54,18.292053,28.109339,28.5723,26.743267,15.481102,22.459999,41.08527,52.214397,41.182255,34.48,20.328934,9.293469,49.176723,7.38,22.430569,33.017601
"380",17.627039,49.700001,38.797974,48.85474,35.031609,28.283175,55.754719,25.232933,33.450001,13.677475,35.563099,13.756397,6.615709,13.252467,12.556057,17.17108,20.562271,35.30542,18.366137,14.122643,6.772282,38.5,28.117846,12.31559,34.907734,23.359858,15.86264,16.863684,46.228542,7.16745,6.45,17.509554,27.812094,28.562799,26.675219,15.381864,22.379999,40.387913,51.266453,40.70747,33.080002,19.704329,9.293469,49.298286,7.15,22.470009,32.409073
"381",17.529598,49.900002,39.729961,48.864136,35.516098,28.646442,54.906994,24.511992,34.549999,13.535495,35.325901,13.878301,6.932631,13.188428,12.476336,16.965845,20.459179,34.606659,18.483046,13.797647,6.644688,38.900002,29.27623,12.504333,35.502319,24.288387,15.631911,16.716347,46.62072,7.447469,6.36,17.003231,27.921083,28.600807,26.723824,15.399727,22.27,40.585804,50.976265,40.25169,32.689999,18.884535,9.105221,49.045807,7.05,22.282675,32.899822
"382",17.568575,49.029999,39.153473,48.291027,35.637222,28.43021,54.556217,25.002234,33.75,13.431376,34.6143,13.690756,6.685037,13.206697,12.406579,16.692204,20.937151,34.346855,18.672047,13.846889,6.683948,38.619999,30.225163,12.570395,35.847549,25.040985,15.439636,16.470852,45.640266,7.286384,6.42,17.242584,27.445494,28.743336,26.752989,15.395758,22.16,40.048733,50.782806,39.805397,32.07,19.372507,9.016052,48.400589,6.92,22.262957,32.899822
"383",17.500364,49.450001,40.863739,49.16478,36.308037,28.136135,54.224922,25.30022,34.060001,13.554425,35.4445,13.840792,7.546663,13.005633,12.257103,16.037416,21.227686,34.472321,18.054386,13.640071,6.566169,38.950001,30.307611,12.55152,35.81879,25.353754,15.535774,16.578865,45.806942,7.401096,6.5,17.307024,27.395952,28.505789,26.587725,15.852251,22.209999,40.727196,50.937572,40.242191,32.049999,20.250858,8.887252,47.362637,7.32,22.677057,32.899822
"384",18.991209,50.889999,40.258419,47.088451,34.1931,28.10154,53.494129,25.32906,33.349998,13.478703,35.0788,13.887678,7.437722,12.859381,12.197312,15.959231,21.096478,33.791485,17.828363,13.51204,6.507279,38.25,30.307611,12.174031,34.715935,24.816183,15.314658,16.559256,45.199059,7.361053,6.55,17.122911,27.049168,27.992685,26.140547,15.840343,21.91,40.802589,50.453926,39.985813,31.719999,20.075188,8.619741,47.21302,7.1,22.470009,32.899822
"385",19.293276,51.889999,40.489021,46.975708,33.755207,28.19668,53.708492,25.992327,34,13.488168,35.7015,14.056469,7.308973,12.896015,12.496266,16.076508,21.977451,34.490246,17.880972,13.551435,6.575984,40.68,30.225163,12.277843,35.339275,24.650024,15.276204,16.903006,46.444241,7.587473,6.59,17.794935,27.346413,27.118507,25.411449,16.374245,22.120001,40.736588,50.879532,39.653465,31.200001,19.645771,8.738634,46.969894,7.34,23.032005,32.899822
"386",19.975363,52.919998,40.950211,47.398487,33.680664,28.20533,54.848537,25.675112,33.700001,14.122349,36.5219,14.281522,7.229743,12.84111,12.376685,15.998325,22.25861,34.373737,18.311581,13.689312,6.585799,41,30.06007,12.258966,35.483135,24.493641,15.381954,17.187822,47.493328,7.94276,6.57,18.034286,27.911177,27.451075,25.644756,16.691805,22.16,41.273754,50.29916,40.46059,30.67,19.50914,8.768358,46.997944,7.68,23.337933,32.899822
"387",19.819458,53.009998,41.440228,46.919338,32.981892,28.127489,57.820435,25.377123,33.650002,14.396845,36.1661,14.215881,7.318876,12.95996,12.237172,16.027641,22.745956,34.893353,18.362242,13.876432,6.693763,41.02,29.726847,12.060785,34.303558,24.728216,15.487706,17.119032,47.610985,7.965344,6.69,18.466965,28.337225,27.270538,25.508661,16.57272,22.1,41.46225,51.701733,40.508064,31.09,19.665291,8.738634,46.764172,7.62,23.75362,33.567242
"388",19.61483,51.779999,40.537056,46.242897,32.143383,28.066944,58.229675,25.569376,33.41,14.207537,37.500401,14.018959,7.170321,12.92342,12.516196,16.154692,22.867794,35.287495,18.412901,13.541587,6.526909,40.970001,30.148998,11.768228,33.392517,24.337257,15.42041,17.826246,46.532482,7.940351,6.63,18.669495,28.129154,27.356054,25.353123,16.475468,21.92,41.46225,51.65337,39.900352,30.67,19.411545,8.669281,46.577152,7.72,23.575468,33.66539
"389",19.897409,54.130001,41.171196,45.801315,31.863873,27.833412,59.759472,26.050001,34.150002,14.150744,37.6091,14.478442,8.269638,13.133619,13.124069,15.861501,23.908091,37.724239,18.461613,13.295375,6.44839,43.790001,29.142942,11.843729,33.464462,25.510138,14.958952,18.523502,47.865902,8.325141,6.69,19.286287,28.010258,26.937969,25.518383,16.834709,21.65,42.291496,53.500896,39.843376,30.65,19.411545,8.421587,45.258671,8.2,23.189472,34.745041
"390",19.965618,53.599998,41.430622,45.810711,31.954517,28.023697,60.314877,26.194189,34.099998,14.254864,37.905701,14.290898,7.913102,13.124483,13.61236,15.499903,23.758137,38.476768,18.473303,13.364314,6.438575,42.450001,29.038212,11.758793,33.512432,25.666521,14.987793,18.602146,48.728699,8.537416,6.81,19.240255,28.14897,27.755135,25.780861,17.465858,21.950001,43.073551,54.100616,39.966824,30.209999,19.411545,8.421587,44.735012,8.19,23.49629,34.01873
"391",19.644064,51.650002,39.845268,44.955753,31.376581,27.323103,57.976334,25.848137,33.66,13.904644,36.0672,13.925187,7.715026,12.850245,12.934731,14.571473,23.055233,38.01989,18.118683,12.901439,6.252092,40.75,29.079437,11.570048,33.051914,25.275562,14.949338,17.875322,47.679615,8.31009,6.88,18.752346,27.247332,26.605402,24.837893,16.671957,21.67,41.556438,51.972572,39.178688,30.15,18.591749,8.14417,43.014439,7.92,23.060806,33.096123
"392",19.955873,52.970001,41.123158,45.566441,31.85198,27.989098,61.016434,26.050001,34.560001,14.273794,36.68,14.112732,7.853679,13.252467,13.163929,14.49329,23.861229,38.190075,18.510323,12.891589,6.291352,40.939999,30.783648,11.947537,34.049709,26.213865,14.74745,18.022659,49.415024,8.815921,7.39,19.65452,27.594114,27.051991,25.158695,17.168146,22.030001,42.310299,52.785099,40.887897,30.27,18.835737,8.094631,43.594196,8.18,23.654646,34.54874
"393",20.102034,53.119999,41.738083,45.519459,32.52314,28.559952,61.795948,25.780849,34.610001,14.624013,34.940399,14.281522,7.833872,12.795436,12.904836,14.258738,23.786253,37.401699,18.510323,12.773409,6.183388,39.5,31.412016,12.258966,35.306538,26.135674,14.718609,17.590508,49.071865,8.746069,7.51,19.930696,28.030073,26.795441,24.886499,18.755951,22,40.981575,53.065613,44.059402,30.4,18.581993,7.906384,43.46328,8.44,24.060436,33.910763
"394",19.653809,54.549999,43.554035,45.848293,32.681602,29.788149,63.082146,25.992327,36.32,14.68,36.976601,14.365916,7.596182,13.252467,13.004488,14.610564,24.442297,38.835068,18.644768,13.187042,6.468019,39.990002,30.736042,12.38165,35.498425,26.194317,15.045473,17.678909,49.532681,8.945992,7.68,20.842077,27.851727,27.432072,25.615601,18.229994,22.780001,42.404491,54.700336,45.122917,31.1,18.913813,8.223433,44.117847,8.53,24.189104,33.910763
"395",19.556366,55.470001,43.717369,45.707363,32.140953,30.661728,63.303837,26.280704,38.16,15.12,43.5396,14.487821,7.635797,13.343817,13.273545,14.317375,23.898718,39.668251,18.99354,13.088558,6.360055,40.560001,31.640514,12.325027,35.22979,26.800304,14.843305,18.847641,49.47385,9.100151,7.8,19.562462,27.742737,27.194523,25.547548,18.25976,22.9,42.027615,55.706318,44.695606,30.459999,18.894295,8.025277,42.53754,8.53,23.931774,33.812614
"396",18.981466,54.299999,42.506737,44.157169,31.469795,29.906366,61.579609,26.194189,38.630001,14.93,42.650101,14.047091,7.447625,13.279872,13.054314,14.190328,23.148956,38.476768,18.627232,12.734015,6.212832,37.639999,31.173998,11.890914,33.771477,28.344597,14.755762,18.317329,48.826752,8.772565,8.08,19.40596,27.693197,26.462873,24.935106,17.842962,22.469999,41.386856,55.812721,43.964451,30.84,18.562473,7.886569,42.228954,8.28,23.506187,32.899822
"397",18.884024,53.549999,44.063271,44.673901,31.786734,30.234715,63.116634,26.194189,39,14.93,43.816399,14.497199,7.556567,13.563148,12.85501,14.639882,23.411373,39.032139,18.948727,13.068862,6.44839,38.099998,31.916616,12.192906,34.433475,27.337873,15.242109,18.327087,49.267952,9.117012,7.9,18.660288,27.970623,26.759562,25.268229,17.940216,22.950001,42.385693,55.812721,43.404213,32.650002,18.347765,8.104539,43.481983,8.46,24.030748,33.15501
"398",18.523495,50.970001,41.9879,43.114307,31.162178,29.586889,61.451527,26.050001,38,14.54,43.687901,14.122109,7.437722,13.252467,11.370207,14.033959,22.586632,36.810482,18.453819,12.517349,6.134314,36.400002,31.90395,12.032473,33.675529,26.731888,14.609859,17.54143,47.552162,8.900226,7.82,17.822556,27.277056,25.936489,24.415829,17.467844,21.969999,41.528149,54.129635,42.44516,32.060001,17.986666,7.708229,41.967129,8.11,22.852962,31.594427
"399",18.299381,50.560001,41.651608,43.076725,30.947784,29.373905,61.086971,25.636662,38.16,14.39,41.572701,14.112732,7.328781,12.896015,10.712508,13.584404,21.893101,36.147572,18.354446,12.093867,5.987089,35.709999,31.602428,12.079659,33.579594,27.973186,14.54177,17.315447,47.287437,8.746069,7.77,17.233377,26.692476,25.362247,23.73979,17.307077,22.17,40.943981,50.918224,41.951393,31.84,16.473949,7.371366,41.041382,7.69,22.120558,31.015345
"400",18.416309,50.470001,42.75655,42.963978,31.013029,29.49815,60.545074,26.703657,38.57,14.36,41.958199,14.42218,7.259454,13.289007,10.682614,13.789636,22.492912,37.088211,18.900015,12.487804,6.163758,34.98,32.332382,12.128618,33.479794,28.442337,14.493134,17.659199,48.591438,9.047158,7.74,16.938791,26.652843,25.2474,23.426264,17.57502,23.200001,42.395088,50.782806,43.062374,32.040001,16.103092,7.232657,40.854359,7.12,22.565937,30.828859
"401",18.620935,49.830002,43.717369,42.118423,30.565599,29.418282,62.860466,26.915131,38.259998,14.05,41.760502,14.35654,7.190128,13.480935,10.75237,13.555085,22.202377,36.41634,18.816231,12.141196,6.025468,34.900002,31.92613,11.915326,33.333591,28.246857,14.386139,17.433315,48.43457,9.112195,7.65,16.662615,26.751926,25.591946,23.543837,17.721891,23.040001,42.168907,50.860191,42.492641,31.93,15.468728,6.994871,40.816959,6.73,22.308609,30.701265
"402",18.455286,49.68,43.967186,42.080841,30.267311,29.356161,64.535431,27.424595,37.889999,14.06,43.045399,15.003569,7.516952,13.490069,11.091184,14.043734,21.836866,35.869839,18.650612,12.190712,6.084735,35.400002,31.93889,11.731118,32.963211,27.992733,14.259689,17.551184,48.336525,8.79906,7.64,16.395645,26.306059,25.352676,23.534037,17.844946,23.18,41.726028,51.169724,42.65406,31.15,15.458969,7.202934,40.994625,7.06,22.367992,32.104805
"403",18.318869,50.849998,44.024837,44.485996,30.863892,29.542521,65.412323,27.876385,38.360001,14.2,43.4902,15.284884,7.873487,14.056719,11.144851,13.730998,23.617559,40.31324,18.950674,12.428386,6.193391,35.299999,32.40855,11.876546,33.216629,28.588947,14.288869,17.472637,49.150299,8.801469,7.86,17.380671,26.543856,26.702139,24.935106,17.763571,23.57,42.781464,53.568607,42.635071,30.4,16.317801,7.361457,41.284512,7.18,22.823271,32.242214
"404",17.997313,48.939999,43.688553,44.245239,30.463053,28.930191,66.210388,27.366922,39.560001,14.08,42.5611,15.041079,7.546663,13.736808,10.655077,13.447582,22.94277,41.952641,18.900015,12.487804,6.203269,33.400002,31.989637,11.682643,32.690315,28.40324,14.259689,16.932474,48.101212,8.293229,8.18,17.675262,26.068264,26.443731,24.709759,17.723879,22.799999,42.055908,52.901173,43.77454,29.4,16.727695,7.44072,41.041382,6.9,22.496658,31.908506
"405",17.860897,47.299999,42.112801,42.632866,29.801226,28.566345,54.781219,27.059319,38.59,13.8,41.880001,14.69412,7.170321,13.316412,10.265258,13.31076,22.34296,40.49239,18.475252,12.170905,5.976079,33.400002,31.894428,11.517826,32.310188,27.025106,13.948427,16.352987,47.11095,8.136662,7.98,17.242584,25.56295,25.611086,23.788776,17.664333,21.950001,41.236061,50.715096,46.14843,28,15.819227,7.163303,40.470974,6.79,21.991892,30.210516
"406",17.627039,46,40.64275,42.433697,29.493618,28.291243,44.948189,26.703657,37.880001,13.55,41.060001,14.712873,7.229743,13.133619,9.845451,13.222804,21.686914,39.238262,18.237539,11.89362,5.818034,32.389999,31.259686,11.46935,32.300438,27.103298,13.909518,16.303905,46.130493,8.117393,7.8,16.248352,25.335062,25.276112,23.475248,17.461889,21.6,40.435108,50.008972,46.528255,28.040001,15.404491,7.074133,40.022125,6.48,21.328772,30.25959
"407",17.704992,45.98,41.315319,42.092258,29.86648,28.486479,53.027435,26.905518,38.009998,13.65,41.330002,14.872287,7.150512,13.215831,9.755493,13.056664,22.296101,38.243851,18.001778,11.655945,5.709378,32.82,31.799227,11.653558,32.680565,27.220587,13.96788,16.647657,46.512871,8.240238,7.69,16.855938,25.592674,25.754644,23.847563,17.723879,21.719999,42.121803,49.138409,45.863567,28.52,15.384741,6.935424,40.508377,6.85,21.457438,29.641247
"408",17.685503,46.540001,41.920643,41.741325,29.689369,28.850323,52.04216,27.347694,39.09,13.79,44.41,14.881664,7.190128,12.813705,9.855446,13.115303,22.230494,39.596561,18.042696,11.794587,5.739011,32.32,31.577101,11.82807,33.050926,28.041603,14.152693,16.922617,47.660011,8.408848,7.67,16.837526,25.909735,25.936489,24.092506,18.573353,22.219999,42.47049,49.148083,46.794125,28.719999,15.769854,6.945333,40.65799,7,21.863228,29.974957
"409",18.075266,48.549999,42.554783,42.756172,30.248663,29.178675,55.185184,27.684134,38.869999,13.79,45.759998,15.378656,7.417914,13.215831,10.185293,13.887366,22.858421,40.734272,18.295996,12.408579,5.995835,33.759998,33.005211,11.886241,33.226372,28.784428,14.454227,17.688663,49.199326,8.974897,8.19,18.126348,26.018724,26.912695,24.984093,18.281593,22.51,43.53532,49.525326,45.645168,29,16.62895,7.579428,42.172848,7.31,22.170044,31.751467
"410",18.240915,47.099998,43.044804,43.856377,30.714745,28.992313,56.209869,27.684134,38.139999,13.48,47,15.237999,7.675412,13.490069,10.075345,14.033959,23.608187,41.155392,18.660355,12.745285,6.173635,33.200001,34.433323,11.915326,33.080173,28.970133,14.648767,18.395876,49.562092,8.741251,8.35,18.135553,25.751205,27.056255,24.984093,18.267702,22.1,44.326866,50.008972,46.006001,29.08,16.214214,7.827122,42.612343,7.73,22.26902,30.877934
"411",17.909616,47.139999,42.218494,43.29678,30.397806,28.974567,57.934097,27.63607,38.41,13.8,46.799999,15.284884,7.516952,13.618053,10.06535,14.024187,24.198624,41.307655,19.133829,12.53732,6.084735,32.639999,33.227333,11.789083,32.665752,28.50098,14.561224,18.268152,49.356194,8.81833,8.34,18.31967,25.959276,26.769135,24.788139,17.902504,22.76,44.194977,50.28949,45.74012,29.139999,16.391958,7.74786,43.023785,7.79,22.546146,31.398129
"412",18.046036,45.959999,42.035934,42.490601,29.900938,28.592972,55.470913,27.232346,37.720001,13.61,45.900002,15.284884,7.625893,13.352951,10.045359,13.613724,23.505093,39.954945,18.997438,12.458096,6.055102,31.559999,32.710072,11.604575,32.041698,28.295727,14.395866,18.297621,48.777729,8.642493,8.5,17.435909,25.800747,26.903126,25.082069,18.001743,22.379999,43.874599,49.20612,43.822021,28.620001,16.777069,7.668598,42.56559,7.56,21.962202,32.359997
"413",18.318869,47.110001,42.881458,43.495968,30.273994,28.947941,54.919163,27.040094,37.889999,13.58,47.07,15.706861,7.833872,13.426126,10.275252,13.799409,22.30547,40.940304,19.34816,12.458096,6.015591,32,32.846508,11.789083,32.265972,29.224257,14.687674,18.700306,49.532681,8.960445,8.52,16.31279,26.058357,27.58264,25.728718,18.160522,22.879999,44.458763,49.844532,44.439232,28.75,17.379425,7.579428,43.500687,7.62,22.397684,32.467964
"414",18.211685,49.220001,43.525208,45.013489,30.973482,29.125427,53.98315,27.10738,38.060001,13.69,46.599998,16.260118,7.675412,13.54488,10.32523,13.926457,22.399193,41.209072,19.089014,12.547223,6.074857,34.009998,32.478336,12.216365,33.18256,29.556572,14.580677,18.641371,49.267952,8.84001,8.57,16.542936,26.325876,27.754913,25.856085,18.055328,23.24,44.524761,50.405563,44.629143,29.549999,17.665791,7.628967,43.500687,7.55,22.546146,31.839802
"415",18.240915,49.349998,44.101704,46.84399,32.269878,29.045559,52.318039,27.241955,37.380001,13.58,46.099998,15.566202,7.675412,13.444394,10.395197,13.750544,21.93059,40.31324,18.997438,12.309549,6.045224,34.060001,32.122929,12.575668,34.294167,29.38064,14.590405,18.415487,48.993431,8.671399,8.57,16.064234,26.058357,27.936754,25.983459,18.023579,23.32,44.128979,49.912243,43.717567,29.67,17.813911,7.599244,43.43523,7.38,22.60553,31.643505
"416",18.387077,48.389999,42.103195,47.42255,32.680248,28.779329,49.815445,26.607527,36.950001,13.23,43.5,15.388035,7.417914,13.224967,10.345221,14.190328,20.524782,40.295315,18.422644,12.98296,6.302047,32.700001,32.865543,12.731046,35.132755,28.344597,14.784944,18.120815,48.522812,8.237827,8.9,15.49347,25.30534,28.491852,26.385164,18.02556,23.16,42.894562,47.938969,42.492641,31.620001,18.090401,8.213524,44.781769,7.01,22.3482,31.084049
"417",18.338356,48.150002,42.180061,46.625851,32.102001,29.036684,50.485428,26.521015,37.900002,13.32,41.400002,15.800634,7.447625,13.161023,10.685062,14.561699,20.937151,39.945984,18.679838,13.388987,6.460092,32.700001,32.941708,12.604802,34.450195,28.344597,14.677947,17.54143,48.483593,7.828346,8.9,15.622351,25.830471,28.711979,26.551723,18.359001,23.18,42.397465,48.819206,42.730026,31.290001,18.149649,8.243247,45.109051,6.78,22.694607,32.144066
"418",18.426054,49.389999,42.785378,45.516159,31.962114,29.720007,52.75156,26.819004,38.450001,13.88,42.75,15.631843,7.625893,13.462665,10.525137,14.161008,21.415125,40.958229,19.293604,13.101796,6.341558,34.330002,33.528854,12.565958,34.294167,27.953636,14.804398,18.454811,50.032707,8.334176,8.97,17.030848,26.801464,28.204733,26.326378,18.746027,23.58,43.115253,49.341541,43.613121,30.92,17.675665,8.173893,44.837875,6.98,22.843065,32.389442
"419",18.874283,52.049999,42.737335,45.747719,31.617018,30.074976,54.101383,26.722879,38.029999,13.59,43.119999,15.988178,7.635797,13.480935,11.12486,14.473743,21.180824,40.15202,19.581974,13.478114,6.46997,35.75,33.322544,12.731046,34.50869,28.442337,14.862759,18.523502,49.326786,8.430526,9.01,16.708647,26.613211,28.549276,26.512533,18.581295,23.75,42.926334,49.815514,43.489674,32.549999,17.774412,8.203616,46.464939,7.1,22.813372,33.577053
"420",18.611191,51.34,41.315319,44.92807,31.206656,29.853121,54.180206,26.232641,38,13.3,41.75,15.47243,7.569798,13.188428,10.71505,14.258738,20.64662,38.924683,19.509882,13.4286,6.420581,34.75,32.687794,12.779599,34.976738,29.155838,14.89194,18.111059,47.846294,8.21374,9.59,16.294382,25.711573,28.386576,26.336174,18.378845,23.49,41.5569,49.496307,43.679585,33.299999,17.290554,8.055,46.558453,6.91,23.476496,32.899822
"421",18.65991,47,41.38258,44.461063,30.796288,29.666759,53.667866,26.463341,38.099998,13.34,42.779999,15.622465,8.025572,12.896015,11.264796,14.053506,20.431061,39.309868,19.581974,13.36918,6.361314,32.049999,33.957287,12.740756,34.352673,29.067873,14.901667,18.346798,47.748249,8.399213,9.84,16.027409,26.088081,29.669046,27.4923,18.3848,23.02,41.783504,48.993317,43.6511,34.279999,17.971907,8.035184,45.436337,6.95,23.001421,33.027416
"422",18.932747,48.450001,42.391441,45.080566,31.617018,29.924118,54.63343,26.107674,38.16,13.73,43.41,15.997554,8.144468,13.179292,11.294782,14.327148,21.396381,39.83844,19.595613,13.448405,6.430459,33.830002,35.775742,12.799023,34.479446,28.882166,14.969755,18.808416,48.463982,8.394395,9.92,17.168938,26.712292,29.209654,27.129787,18.670605,23.120001,42.029144,48.587055,43.95496,34.099998,18.78163,8.243247,45.726215,6.97,23.555674,33.233532
"423",18.767097,49.200001,43.160095,45.766781,31.710281,30.128225,55.993111,25.809687,38.389999,13.88,44.900002,16.138212,8.877668,13.069674,11.274791,14.004642,21.387009,39.059025,19.850861,13.299859,6.390947,33.639999,35.385391,12.818443,34.372173,28.794199,15.105931,18.808416,48.728699,8.444978,9.86,16.773085,26.959995,28.731119,26.669296,18.291519,23.559999,42.624165,48.683784,43.822021,33.790001,18.544638,8.342325,45.258671,7.03,23.75362,33.537792
"424",18.854794,49.279999,42.83342,44.575432,31.327898,30.500942,57.106468,25.85775,37.720001,14.33,47.48,16.231987,8.421896,13.115349,11.284786,13.877593,21.88373,38.118382,19.915159,13.270149,6.371192,34.110001,35.58847,12.701912,33.796875,28.970133,15.125387,19.319113,49.669945,8.625633,10.53,16.846731,27.911177,28.941675,26.737881,18.470144,23.51,43.323017,49.119064,43.594124,32.990002,18.031155,8.173893,45.183861,7.4,23.446806,34.430962
"425",18.893768,48.73,43.544426,45.280708,31.878157,30.749426,56.623684,26.338377,38.470001,14.49,47.52,16.100704,8.312908,13.060539,11.2548,13.96555,22.033684,35.91465,19.899572,13.121603,6.311925,33.209999,35.293327,12.857287,33.88464,30.201656,14.833578,19.348581,49.120884,8.806288,11,16.846731,28.436306,29.01824,26.453749,18.579306,24.02,43.417522,47.406956,43.575134,31.9,18.110151,8.055,45.277367,7.4,24.149513,34.224842
"426",18.913258,48.130001,43.102451,45.061501,31.943447,30.642931,56.160606,26.24225,38.75,14.45,47.290001,16.035063,8.530884,12.97823,11.424722,14.141463,22.043055,36.452095,19.759283,13.081991,6.321803,32.580002,35.505928,12.721334,33.777355,30.006178,14.9503,19.201246,48.483593,8.668989,11.04,16.662615,28.436306,29.142658,26.924036,18.617018,23.92,41.97242,47.47467,42.730026,32.990002,18.021278,8.055,44.978138,7.56,23.991766,34.54874
